Electric Emergency and Disturbance Report - 2015-2020;;;;;;
Month;Date Event Began;Time Event Began;Area Affected;Alert Criteria;Event Type;Number of Customers Affected
August;31/08/16;9:45 AM;Colorado:;Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system;Transmission Interruption;0
August;31/08/16;2:52 PM;"Washington: Clark County;";Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system;Islanding;0
September;01/09/16;10:00 PM;Florida:;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;Unknown
September;02/09/16;12:40 AM;"Florida: Leon County, Wakulla County;";Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;75000
September;02/09/16;4:00 AM;"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;";Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;90000
September;02/09/16;5:45 AM;Georgia:;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;57000
September;06/09/16;6:12 PM;"Washington: Clark County;";Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system;Islanding;Unknown
September;08/09/16;8:30 AM;"New York: Tompkins County;";Fuel supply emergencies that could impact electric power system adequacy or reliability;Fuel Supply Deficiency;Unknown
September;08/09/16;2:49 PM;Washington:;Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system;Islanding;0
September;10/09/16;9:42 AM;"Washington: Clark County;";Load shedding of 100 Megawatts or more implemented under emergency operational policy;Generation Inadequacy;Unknown
September;11/09/16;12:05 PM;Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;57960
September;12/09/16;12:30 PM;"New Mexico: Bernalillo County, Sandoval County, Santa Fe County, Valencia County;";Load shedding of 100 Megawatts or more implemented under emergency operational policy;Generation Inadequacy;53753
September;21/09/16;2:30 PM;Puerto Rico:;Complete operational failure or shut-down of the transmission and/or distribution electrical system;System Operations;1475000
September;21/09/16;7:44 PM;"Texas: Lubbock County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Actual Physical Event;0
September;22/09/16;10:56 AM;"Iowa: Black Hawk County;";Complete operational failure or shut-down of the transmission and/or distribution electrical system;System Operations;19124
September;25/09/16;12:49 PM;"Utah: Kane County, Garfield County; Arizona: Coconino County, Mohave County";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Vandalism;10000
October;10/01/16;12:24 PM;"California: Mendocino County;";Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations;Actual Physical Event;0
October;10/02/16;11:30 PM;Utah:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system;Transmission Interruption;4000
October;10/03/16;3:09 PM;Texas:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system;Public Appeal;Unknown
October;10/05/16;11:32 AM;Texas:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system;Public Appeal;Unknown
October;10/05/16;3:51 PM;"California: Imperial County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Vandalism;0
October;10/06/16;9:50 AM;Texas:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system;Public Appeal;Unknown
October;10/06/16;7:30 PM;Florida:;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;1200000
October;10/07/16;8:00 AM;"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;";Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;165000
October;10/07/16;11:08 AM;Texas:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system;Generation Inadequacy;Unknown
October;10/07/16;4:22 PM;Georgia:;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;36384
October;10/07/16;10:45 PM;Florida:;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;Unknown
October;10/07/16;11:00 PM;"South Carolina: Allendale County, Bamberg County, Beaufort County, Berkeley County, Charleston County, Chesterfield County, Clarendon County, Colleton County, Darlington County, Dorchester County, Florence County, Georgetown County, Hampton County, Horry County, Jasper County, Kershaw County, Lee County, Marion County, Marlboro County, Orangeburg County, Richland County, Sumter County, Williamsburg County;";Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident;;
Loss of electric service to more than 50,000 customers for 1 hour or more;;;;;;
";Severe Weather;Unknown;;;;";;;;;;
October;10/08/16;8:21 AM;North Carolina: South Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;Unknown
October;10/08/16;2:05 PM;North Carolina:;Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident;Severe Weather;44875
October;10/08/16;1:10 AM;South Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;290824
October;10/10/16;1:15 PM;Texas:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system;Generation Inadequacy;Unknown
October;10/12/16;12:09 PM;"Nevada: Clark County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Vandalism;1671
October;10/18/2016;2:06 PM;"Oregon: Deschutes County, Lake County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Vandalism;0
October;10/20/2016;12:30 PM;Oregon:;"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Vandalism;0
October;10/25/2016;7:40 AM;"Tennessee: Shelby County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Vandalism;0
October;10/26/2016;5:26 AM;"Wyoming: Sweetwater County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Vandalism;0
October;10/28/2016;1:29 PM;"California: Plumas County;";Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system;Islanding;482
October;31/10/16;8:06 AM;"North Carolina: Stokes County;";Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations;Actual Physical Event;0
November;11/09/16;11:59 AM;"California: Stanislaus County, San Joaquin County, Alameda County, Tuolumne County;";Cyber event that could potentially impact electric power system adequacy or reliability;Cyber Attack;0
November;11/09/16;6:44 AM;California:;"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Vandalism;0
November;11/01/16;8:55 PM;"Washington: Clark County;";Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system;Transmission Interruption;0
December;12/08/16;1:00 AM;"Oregon: Multnomah County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Vandalism;0
December;12/11/16;7:45 AM;"Utah: Utah County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Vandalism;0
December;12/13/2016;2:09 PM;"California: Riverside County;";Cyber event that could potentially impact electric power system adequacy or reliability;Cyber Event;0
December;12/15/2016;6:30 AM;"California: Merced County;";Fuel supply emergencies that could impact electric power system adequacy or reliability;Fuel Supply Deficiency;Unknown
December;12/16/2016;7:45 AM;"Oregon: Multnomah County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Vandalism;0
December;12/26/2016;4:00 AM;Washington:;"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Vandalism;0
December;12/28/2016;4:03 AM;California:;Fuel supply emergencies that could impact electric power system adequacy or reliability;Fuel Supply Deficiency;0
December;12/30/2016;8:55 AM;"Vermont: Chittenden County;";Cyber event that could potentially impact electric power system adequacy or reliability;Other;0
December;12/30/2016;2:30 AM;Maine:;Loss of electric service to more than 50,000 customers for 1 hour or more;Weather or Natural Disaster;85263
January ;01/05/17;4:56 PM;"Florida: Martin County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Suspected Physical Attack;0
January ;01/08/17;9:07 AM;California;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;106000
January ;01/08/17;11:59 PM;California;Fuel supply emergencies that could impact electric power system adequacy or reliability;Fuel Supply Deficiency;0
January ;01/10/17;7:30 PM;California;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;87000
January ;01/15/2017;6:35 AM;"California: Los Angeles County;";Loss of electric service to more than 50,000 customers for 1 hour or more;Transmission Disruption;126000
January ;01/15/2017;9:27 AM;"Oklahoma: Harper County;";Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system;Severe Weather;788
January ;01/18/2017;6:05 PM;California;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;75000
January ;01/22/2017;4:15 AM;California;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;64000
January ;01/22/2017;6:00 AM;California;Fuel supply emergencies that could impact electric power system adequacy or reliability;Fuel Supply Deficiency;0
January ;01/22/2017;4:00 PM;Alabama: Georgia: Mississippi: Florida:;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;29965
February;02/02/17;1:04 AM;"New Mexico: Bernalillo County, Santa Fe County;";Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident;Transmission Interruption;149223
February;02/02/17;1:11 AM;"New Mexico: Bernalillo County;";Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident;Transmission Interruption;Unknown
February;06/02/17;1:00 AM;"Washington: Skagit County, King County, Kitsap County;";Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;103000
February;09/02/17;4:05 PM;Connecticut: Massachusetts: Rhode Island:;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;11525
February;11/02/17;3:46 PM;Utah;"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Actual Physical Attack;0
February;13/02/17;1:00 PM;"North Carolina: Union County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Vandalism ;0
